sec;sdate;NAV BK DB
IXISR;2016-08-16;323,9922
IXISR;2016-08-18;329,277
IXISR;2016-08-19;325,7009
IXISR;2016-08-22;326,66
IXISR;2016-08-23;325,69
IXISR;2016-08-24;326,0469
IXISR;2016-08-25;329,621
IXISR;2016-08-26;329,1066
IXISR;2016-08-29;323,0932
IXISR;2016-08-30;323,1341
IXISR;2016-08-31;325,1877
IXISR;2016-09-01;321,8354
IXISR;2016-09-02;323,6594
IXISR;2016-09-05;324,218
IXISR;2016-09-06;326,1896
IXISR;2016-09-07;326,9688
IXISR;2016-09-08;325,0389
IXISR;2016-09-09;318,9994
IXISR;2016-09-13;315,2567
IXISR;2016-09-14;310,8882
IXISR;2016-09-15;319,5443
IXISR;2016-09-16;317,471
IXISR;2016-09-19;321,4724
IXISR;2016-09-20;321,7024
IXISR;2016-09-21;324,2174
IXISR;2016-09-22;327,8797
IXISR;2016-09-23;327,9643
IXISR;2016-09-26;325,9554
IXISR;2016-09-27;332,319
IXISR;2016-09-28;329,634
IXISR;2016-09-29;331,7755
IXISR;2016-09-30;326,6048
IXISR;2016-10-03;332,0829
IXISR;2016-10-04;331,8423
IXISR;2016-10-05;327,9764
IXISR;2016-10-06;326,6763
IXISR;2016-10-07;323,4448
IXISR;2016-10-10;322,0592
IXISR;2016-10-11;323,5485
IXISR;2016-10-12;322,6346
IXISR;2016-10-13;322,0097
IXISR;2016-10-14;326,2908
IXISR;2016-10-17;326,3099
IXISR;2016-10-18;327,8624
IXISR;2016-10-19;325,8581
IXISR;2016-10-20;324,793
IXISR;2016-10-21;324,8008
IXISR;2016-10-24;325,0894
IXISR;2016-10-25;323,6577
IXISR;2016-10-26;323,2033
IXISR;2016-10-27;325,6485
IXISR;2016-10-28;325,3173
IXISR;2016-10-31;325,5078
IXISR;2016-11-01;324,9715
IXISR;2016-11-02;325,0615
IXISR;2016-11-03;320,5705
IXISR;2016-11-04;321,5141
IXISR;2016-11-07;322,7616
IXISR;2016-11-08;328,8262
IXISR;2016-11-09;323,1625
IXISR;2016-11-10;324,7722
IXISR;2016-11-11;307,0799
IXISR;2016-11-14;297,588
IXISR;2016-11-15;296,8889
IXISR;2016-11-16;305,3855
IXISR;2016-11-17;305,0314
IXISR;2016-11-18;303,8899
IXISR;2016-11-21;302,3266
IXISR;2016-11-22;303,2191
IXISR;2016-11-23;304,2392
IXISR;2016-11-24;296,1432
IXISR;2016-11-25;296,3896
IXISR;2016-11-28;295,2315
IXISR;2016-11-29;297,1732
IXISR;2016-11-30;297,4909
IXISR;2016-12-01;303,5477
IXISR;2016-12-02;307,1778
IXISR;2016-12-05;307,6768
IXISR;2016-12-06;307,8839
IXISR;2016-12-07;306,6773
IXISR;2016-12-08;310,004
IXISR;2016-12-09;310,3151
IXISR;2016-12-13;310,008
IXISR;2016-12-14;307,4678
IXISR;2016-12-15;306,5576
IXISR;2016-12-16;303,5559
IXISR;2016-12-19;301,9557
IXISR;2016-12-20;299,7345
IXISR;2016-12-21;297,8804
IXISR;2016-12-22;293,6918
IXISR;2016-12-23;291,7567
IXISR;2016-12-27;296,493
IXISR;2016-12-28;303,6145
IXISR;2016-12-29;312,3106
IXISR;2016-12-30;312,4394
IXISR;2017-01-03;312,2213
IXISR;2017-01-04;314,4689
IXISR;2017-01-05;315,3811
IXISR;2017-01-06;316,1356
IXISR;2017-01-09;312,9337
IXISR;2017-01-10;314,0013
IXISR;2017-01-11;312,1904
IXISR;2017-01-12;311,1226
IXISR;2017-01-13;310,5254
IXISR;2017-01-16;308,9013
IXISR;2017-01-17;309,6223
IXISR;2017-01-18;313,1569
IXISR;2017-01-19;313,1619
IXISR;2017-01-20;309,0468
IXISR;2017-01-23;308,816
IXISR;2017-01-24;311,5313
IXISR;2017-01-25;311,0321
IXISR;2017-01-26;313,1621
IXISR;2017-01-27;313,1595
IXISR;2017-01-30;311,4977
IXISR;2017-01-31;310,5671
IXISR;2017-02-01;314,0764
IXISR;2017-02-02;315,6426
IXISR;2017-02-03;316,3452
IXISR;2017-02-06;318,5213
IXISR;2017-02-07;317,8672
IXISR;2017-02-08;316,1445
IXISR;2017-02-09;317,5876
IXISR;2017-02-10;317,2019
IXISR;2017-02-13;320,1846
IXISR;2017-02-14;318,2236
IXISR;2017-02-17;315,8784
IXISR;2017-02-20;316,4314
IXISR;2017-02-21;317,1378
IXISR;2017-02-22;318,0883
IXISR;2017-02-23;317,4856
IXISR;2017-02-24;318,3978
IXISR;2017-02-27;317,5345
IXISR;2017-02-28;318,388
IXISR;2017-03-01;317,892
IXISR;2017-03-02;318,4761
IXISR;2017-03-03;318,4233
IXISR;2017-03-06;321,3098
IXISR;2017-03-07;321,0726
IXISR;2017-03-08;319,3404
IXISR;2017-03-09;320,2973
IXISR;2017-03-10;319,1904
IXISR;2017-03-13;319,4395
IXISR;2017-03-14;320,7379
IXISR;2017-03-15;319,975
IXISR;2017-03-16;327,7961
IXISR;2017-03-17;330,06
IXISR;2017-03-20;330,0813
IXISR;2017-03-21;330,3691
IXISR;2017-03-22;330,3224
IXISR;2017-03-23;332,8543
IXISR;2017-03-24;333,3246
IXISR;2017-03-27;330,5044
IXISR;2017-03-29;334,9092
IXISR;2017-03-30;334,8106
IXISR;2017-03-31;332,517
IXISR;2017-04-03;335,309
IXISR;2017-04-04;338,4116
IXISR;2017-04-05;340,0188
IXISR;2017-04-06;341,6829
IXISR;2017-04-07;338,5345
IXISR;2017-04-10;337,6688
IXISR;2017-04-11;336,0465
IXISR;2017-04-12;337,8669
IXISR;2017-04-13;334,7437
IXISR;2017-04-17;330,1843
IXISR;2017-04-18;333,1644
IXISR;2017-04-20;333,8941
IXISR;2017-04-21;340,8152
IXISR;2017-04-25;341,3133
IXISR;2017-04-26;345,5389
IXISR;2017-04-27;342,8515
IXISR;2017-04-28;341,2853
IXISR;2017-05-02;342,8537
IXISR;2017-05-03;341,3761
IXISR;2017-05-04;344,8599
IXISR;2017-05-05;344,687
IXISR;2017-05-08;347,5514
IXISR;2017-05-09;346,5968
IXISR;2017-05-10;345,3614
IXISR;2017-05-12;347,1389
IXISR;2017-05-15;349,5342
IXISR;2017-05-16;344,6191
IXISR;2017-05-17;341,5392
IXISR;2017-05-18;343,7832
IXISR;2017-05-19;355,3689
IXISR;2017-05-22;353,4545
IXISR;2017-05-23;351,7782
IXISR;2017-05-24;348,9222
IXISR;2017-05-26;350,5541
IXISR;2017-05-29;350,8303
IXISR;2017-05-30;348,077
IXISR;2017-05-31;349,7939
IXISR;2017-06-02;353,2705
IXISR;2017-06-05;354,3195
IXISR;2017-06-06;350,9464
IXISR;2017-06-07;352,4704
IXISR;2017-06-08;350,9224
IXISR;2017-06-09;348,011
IXISR;2017-06-12;349,5561
IXISR;2017-06-13;351,3129
IXISR;2017-06-14;357,2889
IXISR;2017-06-15;355,8837
IXISR;2017-06-16;352,2497
IXISR;2017-06-19;353,5634
IXISR;2017-06-20;358,1446
IXISR;2017-06-21;360,8775
IXISR;2017-06-22;360,47
IXISR;2017-07-03;368,7929
IXISR;2017-07-04;364,7643
IXISR;2017-07-05;362,6697
IXISR;2017-07-06;364,1847
IXISR;2017-07-07;362,4692
IXISR;2017-07-10;358,5579
IXISR;2017-07-11;358,998
IXISR;2017-07-12;361,9913
IXISR;2017-07-13;363,079
IXISR;2017-07-14;363,3497
IXISR;2017-07-17;363,6133
IXISR;2017-07-18;362,0877
IXISR;2017-07-19;359,9496
IXISR;2017-07-20;361,9535
IXISR;2017-07-21;356,6755
IXISR;2017-07-24;360,4192
IXISR;2017-07-25;361,534
IXISR;2017-07-26;361,2859
IXISR;2017-07-27;361,3301
IXISR;2017-07-28;361,8818
IXISR;2017-07-31;364,5089
IXISR;2017-08-01;363,0245
IXISR;2017-08-02;364,0757
IXISR;2017-08-03;359,5724
IXISR;2017-08-04;358,7699
IXISR;2017-08-07;358,1813
IXISR;2017-08-08;362,2633
IXISR;2017-08-09;364,2573
IXISR;2017-08-10;363,568
IXISR;2017-08-11;359,6782
IXISR;2017-08-14;362,0182
IXISR;2017-08-15;362,51
IXISR;2017-08-16;365,6965
IXISR;2017-08-18;364,3333
IXISR;2017-08-21;363,7061
IXISR;2017-08-22;365,7042
IXISR;2017-08-23;367,358
IXISR;2017-08-24;366,1071
IXISR;2017-08-25;367,1174
IXISR;2017-08-28;366,429
IXISR;2017-08-29;365,4936
IXISR;2017-08-30;365,6182
IXISR;2017-08-31;364,2541
IXISR;2017-09-04;360,8409
IXISR;2017-09-05;361,4936
IXISR;2017-09-06;360,4402
IXISR;2017-09-07;361,5581
IXISR;2017-09-08;363,4451
IXISR;2017-09-11;363,1738
IXISR;2017-09-12;363,2987
IXISR;2017-09-13;362,5846
IXISR;2017-09-14;361,7655
IXISR;2017-09-15;361,9879
IXISR;2017-09-18;362,1251
IXISR;2017-09-19;363,5387
IXISR;2017-09-20;363,3104
IXISR;2017-09-22;364,7211
IXISR;2017-09-25;363,4749
IXISR;2017-09-26;362,7155
IXISR;2017-09-27;362,5472
IXISR;2017-09-28;359,6058
IXISR;2017-09-29;364,9035
IXISR;2017-10-02;366,6018
IXISR;2017-10-03;369,1409
IXISR;2017-10-04;369,6015
IXISR;2017-10-05;366,1867
IXISR;2017-10-06;367,137
IXISR;2017-10-09;366,6202
IXISR;2017-10-10;365,729
IXISR;2017-10-11;364,0921
IXISR;2017-10-12;368,9084
IXISR;2017-10-13;369,739
IXISR;2017-10-16;370,5969
IXISR;2017-10-17;369,7512
IXISR;2017-10-18;367,4206
IXISR;2017-10-19;365,2759
IXISR;2017-10-20;367,3048
IXISR;2017-10-23;367,4388
IXISR;2017-10-24;365,4815
IXISR;2017-10-25;368,8415
IXISR;2017-10-26;367,3741
IXISR;2017-10-27;363,8978
IXISR;2017-10-30;365,116
IXISR;2017-10-31;366,4401
IXISR;2017-11-01;368,7407
IXISR;2017-11-02;370,7568
IXISR;2017-11-03;370,7107
IXISR;2017-11-06;371,8305
IXISR;2017-11-07;372,7528
IXISR;2017-11-08;371,4342
IXISR;2017-11-09;371,8969
IXISR;2017-11-10;369,8078
IXISR;2017-11-13;368,4569
IXISR;2017-11-14;366,215
IXISR;2017-11-15;366,1224
IXISR;2017-11-16;369,8608
IXISR;2017-11-17;373,7948
IXISR;2017-11-20;372,6597
IXISR;2017-11-21;371,6965
IXISR;2017-11-22;376,5224
IXISR;2017-11-23;376,3872
IXISR;2017-11-24;377,162
IXISR;2017-11-27;377,1774
IXISR;2017-11-28;377,4041
IXISR;2017-11-29;375,0128
IXISR;2017-11-30;366,1849
IXISR;2017-12-04;370,1326
IXISR;2017-12-05;371,734
IXISR;2017-12-06;375,2133
IXISR;2017-12-07;373,1153
IXISR;2017-12-08;374,6014
IXISR;2017-12-11;375,9832
IXISR;2017-12-12;375,5471
IXISR;2017-12-13;376,2071
IXISR;2017-12-14;379,9263
IXISR;2017-12-15;379,2405
IXISR;2017-12-18;380,1399
IXISR;2017-12-19;382,4317
IXISR;2017-12-20;378,2816
IXISR;2017-12-21;383,147
IXISR;2017-12-22;386,9437
IXISR;2017-12-27;391,358
IXISR;2017-12-28;394,6848
IXISR;2017-12-29;398,3969
IXISR;2018-01-02;396,2356
IXISR;2018-01-03;389,0875
IXISR;2018-01-04;391,6606
IXISR;2018-01-05;394,4852
IXISR;2018-01-08;396,5007
IXISR;2018-01-09;394,6324
IXISR;2018-01-10;394,5828
IXISR;2018-01-11;396,1983
IXISR;2018-01-12;394,2748
IXISR;2018-01-15;395,8803
IXISR;2018-01-16;400,3428
IXISR;2018-01-17;400,0835
IXISR;2018-01-18;400,2948
IXISR;2018-01-19;399,7403
IXISR;2018-01-22;399,4973
IXISR;2018-01-23;408,6805
IXISR;2018-01-24;407,834
IXISR;2018-01-25;405,4353
IXISR;2018-01-26;408,7391
IXISR;2018-01-29;407,5933
IXISR;2018-01-30;400,056
IXISR;2018-01-31;402,1004
IXISR;2018-02-01;403,5599
IXISR;2018-02-02;406,7433
IXISR;2018-02-05;404,4508
IXISR;2018-02-06;398,0478
IXISR;2018-02-07;402,467
IXISR;2018-02-08;404,089
IXISR;2018-02-09;401,7035
IXISR;2018-02-12;402,5875
IXISR;2018-02-13;406,8963
IXISR;2018-02-14;407,3027
IXISR;2018-02-15;405,4434
IXISR;2018-02-19;412,5676
IXISR;2018-02-20;412,3671
IXISR;2018-02-21;410,8706
IXISR;2018-02-22;405,4949
IXISR;2018-02-23;407,6602
IXISR;2018-02-26;401,7675
IXISR;2018-02-27;404,1733
IXISR;2018-02-28;401,4304
IXISR;2018-03-01;402,8792
IXISR;2018-03-02;402,1923
IXISR;2018-03-05;399,1292
IXISR;2018-03-06;394,2488
IXISR;2018-03-07;386,9948
IXISR;2018-03-08;394,9322
IXISR;2018-03-09;393,1764
IXISR;2018-03-12;397,8936
IXISR;2018-03-13;393,0966
IXISR;2018-03-14;390,6876
IXISR;2018-03-15;384,9317
IXISR;2018-03-16;382,5485
IXISR;2018-03-19;383,0529
IXISR;2018-03-20;380,5031
IXISR;2018-03-21;385,4267
IXISR;2018-03-22;380,5804
IXISR;2018-03-23;378,6942
IXISR;2018-03-26;376,6048
IXISR;2018-03-27;376,3728
IXISR;2018-03-28;371,872
IXISR;2018-03-29;375,3705
IXISR;2018-04-02;381,3747
IXISR;2018-04-03;381,0714
IXISR;2018-04-04;375,2423
IXISR;2018-04-05;376,3859
IXISR;2018-04-06;374,8739
IXISR;2018-04-09;380,6214
IXISR;2018-04-10;387,1548
IXISR;2018-04-11;389,615
IXISR;2018-04-12;385,4658
IXISR;2018-04-13;381,0809
IXISR;2018-04-16;382,8318
IXISR;2018-04-17;382,9262
IXISR;2018-04-18;385,5928
IXISR;2018-04-19;386,9977
IXISR;2018-04-20;386,1413
IXISR;2018-04-23;383,2239
IXISR;2018-04-24;376,5512
IXISR;2018-04-25;362,8414
IXISR;2018-04-26;351,7727
IXISR;2018-04-27;355,8005
IXISR;2018-04-30;360,7138
IXISR;2018-05-02;363,786
IXISR;2018-05-03;353,8847
IXISR;2018-05-04;348,9143
IXISR;2018-05-07;353,1854
IXISR;2018-05-08;348,8409
IXISR;2018-05-09;361,8577
IXISR;2018-05-11;362,1233
IXISR;2018-05-14;361,4072
IXISR;2018-05-15;349,6355
IXISR;2018-05-16;349,4494
IXISR;2018-05-17;346,1167
IXISR;2018-05-18;343,8051
IXISR;2018-05-21;338,2897
IXISR;2018-05-22;340,7934
IXISR;2018-05-23;345,6782
IXISR;2018-05-24;358,2646
IXISR;2018-05-25;359,6531
IXISR;2018-05-28;367,0513
IXISR;2018-05-30;361,2731
IXISR;2018-05-31;355,6491
IXISR;2018-06-04;362,239
IXISR;2018-06-05;365,9893
IXISR;2018-06-06;365,1136
IXISR;2018-06-07;367,8243
IXISR;2018-06-08;355,4898
IXISR;2018-06-20;346,3066
IXISR;2018-06-21;340,9152
IXISR;2018-06-22;343,6202
IXISR;2018-06-25;344,5205
IXISR;2018-06-26;339,8636
IXISR;2018-06-27;338,0762
IXISR;2018-06-28;331,1548
IXISR;2018-06-29;341,6474
IXISR;2018-07-02;337,8397
IXISR;2018-07-03;329,4713
IXISR;2018-07-04;338,2608
IXISR;2018-07-05;338,4232
IXISR;2018-07-06;335,1712
IXISR;2018-07-09;344,71
IXISR;2018-07-10;348,3677
IXISR;2018-07-11;349,357
IXISR;2018-07-12;350,5452
IXISR;2018-07-13;352,5814
IXISR;2018-07-16;350,0934
IXISR;2018-07-17;345,8058
IXISR;2018-07-18;348,6834
IXISR;2018-07-19;347,1256
IXISR;2018-07-20;347,8811
IXISR;2018-07-23;352,133
IXISR;2018-07-24;353,2733
IXISR;2018-07-25;352,3602
IXISR;2018-07-26;352,4668
IXISR;2018-07-27;354,7135
IXISR;2018-07-30;356,2445
IXISR;2018-07-31;349,9523
IXISR;2018-08-01;359,6645
IXISR;2018-08-02;358,6988
IXISR;2018-08-03;359,8608
IXISR;2018-08-06;367,9848
IXISR;2018-08-07;364,7953
IXISR;2018-08-08;364,68
IXISR;2018-08-09;364,2607
IXISR;2018-08-10;365,0082
IXISR;2018-08-13;349,2125
IXISR;2018-08-14;343,7799
IXISR;2018-08-15;347,8408
IXISR;2018-08-16;344,591
IXISR;2018-08-20;352,008
IXISR;2018-08-21;353,3938
IXISR;2018-08-23;359,021
IXISR;2018-08-24;358,2858
IXISR;2018-08-27;365,23
IXISR;2018-08-28;365,4693
IXISR;2018-08-29;366,1175
IXISR;2018-08-30;362,5269
IXISR;2018-08-31;360,6702
IXISR;2018-09-03;357,7466
IXISR;2018-09-04;353,522
IXISR;2018-09-05;337,9669
IXISR;2018-09-06;344,65
IXISR;2018-09-07;351,6304
IXISR;2018-09-10;350,2095
IXISR;2018-09-12;344,9593
IXISR;2018-09-13;350,4995
IXISR;2018-09-14;356,5419
IXISR;2018-09-17;347,8348
IXISR;2018-09-18;347,8528
IXISR;2018-09-19;351,5139
IXISR;2018-09-20;356,2309
IXISR;2018-09-21;357,42
IXISR;2018-09-24;352,6767
IXISR;2018-09-25;351,9081
IXISR;2018-09-26;352,3252
IXISR;2018-09-27;355,8327
IXISR;2018-09-28;359,5371
