sec;sdate;NAV BK DB
IXISR;2021-06-25;337,5733
IXISR;2021-06-28;329,875
IXISR;2021-06-29;330,5872
IXISR;2021-06-30;332,194
IXISR;2021-07-01;334,3395
IXISR;2021-07-02;335,4252
IXISR;2021-07-05;331,4333
IXISR;2021-07-06;330,3892
IXISR;2021-07-07;328,6316
IXISR;2021-07-08;328,4061
IXISR;2021-07-09;328,6277
IXISR;2021-07-12;330,6201
IXISR;2021-07-13;327,9344
IXISR;2021-07-14;324,459
IXISR;2021-07-15;331,2042
IXISR;2021-07-16;333,5051
IXISR;2021-07-19;329,7671
IXISR;2021-07-21;332,2218
IXISR;2021-07-22;338,5242
IXISR;2021-07-23;333,2168
IXISR;2021-07-26;329,9631
IXISR;2021-07-27;329,1325
IXISR;2021-07-28;325,8575
IXISR;2021-07-29;325,8709
IXISR;2021-07-30;322,4652
IXISR;2021-08-02;325,2251
IXISR;2021-08-03;329,7085
IXISR;2021-08-04;331,3486
IXISR;2021-08-05;338,3265
IXISR;2021-08-06;333,5974
IXISR;2021-08-09;329,0661
IXISR;2021-08-10;330,3974
IXISR;2021-08-12;334,1915
IXISR;2021-08-13;337,1895
IXISR;2021-08-16;338,5568
IXISR;2021-08-18;346,7357
IXISR;2021-08-19;339,6672
IXISR;2021-08-20;340,8714
IXISR;2021-08-23;342,8002
IXISR;2021-08-24;339,8651
IXISR;2021-08-25;341,3238
IXISR;2021-08-26;338,1774
IXISR;2021-08-27;336,3946
IXISR;2021-08-30;343,5818
IXISR;2021-08-31;343,0585
IXISR;2021-09-01;340,7923
IXISR;2021-09-02;341,8367
IXISR;2021-09-03;347,0586
IXISR;2021-09-06;347,1662
IXISR;2021-09-07;347,1908
IXISR;2021-09-08;340,7123
IXISR;2021-09-09;345,6218
IXISR;2021-09-10;343,8987
IXISR;2021-09-13;342,4225
IXISR;2021-09-14;344,1388
IXISR;2021-09-15;342,5485
IXISR;2021-09-16;341,1413
IXISR;2021-09-17;340,8133
IXISR;2021-09-20;338,7684
IXISR;2021-09-21;336,5371
IXISR;2021-09-22;341,0899
IXISR;2021-09-23;343,3723
IXISR;2021-09-24;343,7145
IXISR;2021-09-27;341,2624
IXISR;2021-09-28;339,9652
IXISR;2021-09-29;345,0944
IXISR;2021-09-30;356,5937
IXISR;2021-10-01;353,7948
IXISR;2021-10-04;363,6089
IXISR;2021-10-05;362,2008
IXISR;2021-10-06;374,786
IXISR;2021-10-07;375,2148
IXISR;2021-10-08;381,5231
IXISR;2021-10-11;381,7341
IXISR;2021-10-12;384,9493
IXISR;2021-10-13;393,4231
IXISR;2021-10-14;398,0907
IXISR;2021-10-15;397,4037
IXISR;2021-10-18;398,6327
IXISR;2021-10-19;398,5329
IXISR;2021-10-21;395,7664
IXISR;2021-10-22;397,4705
IXISR;2021-10-25;391,7138
IXISR;2021-10-26;394,4709
IXISR;2021-10-27;390,1461
IXISR;2021-10-28;385,5804
IXISR;2021-10-29;389,2699
IXISR;2021-11-01;385,9704
IXISR;2021-11-02;381,9647
IXISR;2021-11-03;386,8938
IXISR;2021-11-04;388,0412
IXISR;2021-11-05;387,4479
IXISR;2021-11-08;388,23
IXISR;2021-11-09;388,0635
IXISR;2021-11-10;390,5867
IXISR;2021-11-11;391,2946
IXISR;2021-11-12;387,396
IXISR;2021-11-15;384,044
IXISR;2021-11-16;386,1358
IXISR;2021-11-17;388,8146
IXISR;2021-11-18;385,7692
IXISR;2021-11-19;393,3979
IXISR;2021-11-22;394,4759
IXISR;2021-11-23;391,4169
IXISR;2021-11-24;391,2797
IXISR;2021-11-25;395,2535
IXISR;2021-11-26;386,1916
IXISR;2021-11-29;390,2734
IXISR;2021-11-30;381,4466
IXISR;2021-12-01;381,532
IXISR;2021-12-02;390,0085
IXISR;2021-12-03;385,3058
IXISR;2021-12-06;386,1148
IXISR;2021-12-07;391,9045
IXISR;2021-12-08;388,0469
IXISR;2021-12-09;391,4212
IXISR;2021-12-10;389,4267
IXISR;2021-12-13;386,55
IXISR;2021-12-14;385,9974
IXISR;2021-12-15;388,0929
IXISR;2021-12-16;384,6283
IXISR;2021-12-17;384,8246
IXISR;2021-12-20;381,0588
IXISR;2021-12-21;382,5165
IXISR;2021-12-22;378,5311
IXISR;2021-12-23;381,55
IXISR;2021-12-24;380,1669
IXISR;2021-12-27;380,376
IXISR;2021-12-28;381,7327
IXISR;2021-12-29;381,4043
IXISR;2021-12-30;379,9922
IXISR;2022-01-03;384,0045
IXISR;2022-01-04;386,2326
IXISR;2022-01-05;381,8651
IXISR;2022-01-06;382,8969
IXISR;2022-01-07;387,1041
IXISR;2022-01-10;384,8631
IXISR;2022-01-11;384,3791
IXISR;2022-01-12;386,7025
IXISR;2022-01-13;389,2339
IXISR;2022-01-14;390,7416
IXISR;2022-01-17;389,1886
IXISR;2022-01-18;388,8549
IXISR;2022-01-19;385,3893
IXISR;2022-01-20;386,2089
IXISR;2022-01-21;392,9307
IXISR;2022-01-24;389,2256
IXISR;2022-01-25;385,1981
IXISR;2022-01-26;389,4095
IXISR;2022-01-27;389,1981
IXISR;2022-01-28;390,8922
IXISR;2022-01-31;385,3397
IXISR;2022-02-02;387,3498
IXISR;2022-02-03;387,803
IXISR;2022-02-04;389,7053
IXISR;2022-02-07;394,8394
IXISR;2022-02-08;394,5068
IXISR;2022-02-09;398,2746
IXISR;2022-02-10;399,3407
IXISR;2022-02-11;399,7263
IXISR;2022-02-14;396,2647
IXISR;2022-02-15;402,0839
IXISR;2022-02-16;402,2247
IXISR;2022-02-17;401,4032
IXISR;2022-02-18;403,3034
IXISR;2022-02-21;402,8645
IXISR;2022-02-22;400,2129
IXISR;2022-02-23;404,4058
IXISR;2022-02-24;399,3313
IXISR;2022-02-25;405,2899
IXISR;2022-03-01;403,9939
IXISR;2022-03-02;399,5849
IXISR;2022-03-04;404,4249
IXISR;2022-03-07;401,488
IXISR;2022-03-08;403,4351
IXISR;2022-03-09;407,0972
IXISR;2022-03-10;408,2434
IXISR;2022-03-11;411,8346
IXISR;2022-03-14;414,8125
IXISR;2022-03-15;415,29
IXISR;2022-03-16;420,4583
IXISR;2022-03-17;416,9133
IXISR;2022-03-18;415,9605
IXISR;2022-03-21;417,3438
IXISR;2022-03-22;419,3155
IXISR;2022-03-23;419,8273
IXISR;2022-03-24;425,2912
IXISR;2022-03-25;422,1828
IXISR;2022-03-28;427,6231
IXISR;2022-03-29;424,332
IXISR;2022-03-30;426,3939
IXISR;2022-03-31;424,7139
IXISR;2022-04-01;426,2923
IXISR;2022-04-04;427,7566
IXISR;2022-04-05;427,7373
IXISR;2022-04-06;421,9078
IXISR;2022-04-07;423,3495
IXISR;2022-04-08;426,857
IXISR;2022-04-11;422,474
IXISR;2022-04-12;425,2742
IXISR;2022-04-13;427,4275
IXISR;2022-04-14;424,3371
IXISR;2022-04-18;426,1797
IXISR;2022-04-19;424,4353
IXISR;2022-04-20;431,3539
IXISR;2022-04-21;438,444
IXISR;2022-04-22;437,2077
IXISR;2022-04-25;440,9021
IXISR;2022-04-26;448,154
IXISR;2022-04-27;445,5884
IXISR;2022-04-28;453,4042
IXISR;2022-05-09;428,562
IXISR;2022-05-10;428,6058
IXISR;2022-05-11;429,5606
IXISR;2022-05-12;417,7192
IXISR;2022-05-13;419,4247
IXISR;2022-05-17;422,6208
IXISR;2022-05-18;428,0772
IXISR;2022-05-19;424,6813
IXISR;2022-05-20;426,6944
IXISR;2022-05-23;421,4557
IXISR;2022-05-24;427,272
IXISR;2022-05-25;425,391
IXISR;2022-05-27;435,3498
IXISR;2022-05-30;434,8596
IXISR;2022-05-31;445,1493
IXISR;2022-06-02;437,066
IXISR;2022-06-03;438,1409
IXISR;2022-06-06;435,9282
IXISR;2022-06-07;434,4218
IXISR;2022-06-08;439,3765
IXISR;2022-06-09;436,4696
IXISR;2022-06-10;427,4297
IXISR;2022-06-13;424,6769
IXISR;2022-06-14;427,8636
IXISR;2022-06-15;424,8894
IXISR;2022-06-16;428,7662
IXISR;2022-06-17;425,0976
IXISR;2022-06-20;427,1348
IXISR;2022-06-21;429,2126
IXISR;2022-06-22;423,7458
IXISR;2022-06-23;427,0187
IXISR;2022-06-24;427,2616
IXISR;2022-06-27;422,4824
IXISR;2022-06-28;421,8719
IXISR;2022-06-29;415,3987
IXISR;2022-06-30;412,7386
IXISR;2022-07-01;407,8963
IXISR;2022-07-04;400,2242
IXISR;2022-07-05;404,8631
IXISR;2022-07-06;402,1771
IXISR;2022-07-07;398,4982
IXISR;2022-07-08;402,069
IXISR;2022-07-11;401,0007
IXISR;2022-07-12;400,3738
IXISR;2022-07-13;393,5431
IXISR;2022-07-14;399,2607
IXISR;2022-07-15;397,6502
IXISR;2022-07-18;402,9324
IXISR;2022-07-19;404,5357
IXISR;2022-07-20;416,7369
IXISR;2022-07-21;417,1471
IXISR;2022-07-22;414,6062
IXISR;2022-07-25;413,3824
IXISR;2022-07-26;416,2676
IXISR;2022-07-27;417,9696
IXISR;2022-07-28;417,2088
IXISR;2022-07-29;420,2124
IXISR;2022-08-01;422,2641
IXISR;2022-08-02;427,8735
IXISR;2022-08-03;430,6022
IXISR;2022-08-04;432,2176
IXISR;2022-08-05;434,7903
IXISR;2022-08-08;437,9503
IXISR;2022-08-09;439,0096
IXISR;2022-08-10;438,1171
IXISR;2022-08-11;439,2515
IXISR;2022-08-12;438,484
IXISR;2022-08-15;435,811
IXISR;2022-08-16;436,4761
IXISR;2022-08-18;440,654
IXISR;2022-08-19;438,4604
IXISR;2022-08-22;438,7098
IXISR;2022-08-23;440,4216
IXISR;2022-08-24;442,7925
IXISR;2022-08-25;439,8462
IXISR;2022-08-26;436,794
IXISR;2022-08-29;438,0648
IXISR;2022-08-30;439,1598
IXISR;2022-08-31;444,1088
IXISR;2022-09-01;443,844
IXISR;2022-09-02;446,3127
IXISR;2022-09-05;449,9964
IXISR;2022-09-06;448,4347
IXISR;2022-09-07;445,135
IXISR;2022-09-08;448,3267
IXISR;2022-09-09;451,2445
IXISR;2022-09-12;452,488
IXISR;2022-09-13;458,6247
IXISR;2022-09-14;455,9424
IXISR;2022-09-15;459,8511
IXISR;2022-09-16;451,4576
IXISR;2022-09-19;457,9565
IXISR;2022-09-20;455,6738
IXISR;2022-09-21;456,2149
IXISR;2022-09-22;456,9394
IXISR;2022-09-23;452,991
IXISR;2022-09-26;453,096
IXISR;2022-09-27;452,6664
IXISR;2022-09-28;450,2328
IXISR;2022-09-29;448,9753
IXISR;2022-09-30;450,8347
IXISR;2022-10-03;449,2862
IXISR;2022-10-04;452,168
IXISR;2022-10-05;450,1563
IXISR;2022-10-06;448,5826
IXISR;2022-10-07;443,626
IXISR;2022-10-10;443,9944
IXISR;2022-10-11;442,8948
IXISR;2022-10-12;444,0165
IXISR;2022-10-13;442,2364
IXISR;2022-10-14;439,2924
IXISR;2022-10-17;442,1896
IXISR;2022-10-18;441,491
IXISR;2022-10-19;444,2277
IXISR;2022-10-20;453,2221
IXISR;2022-10-21;458,734
IXISR;2022-10-24;463,9112
IXISR;2022-10-25;462,8046
IXISR;2022-10-26;460,9719
IXISR;2022-10-27;464,0534
IXISR;2022-10-28;464,1106
IXISR;2022-10-31;467,5873
IXISR;2022-11-01;466,4218
IXISR;2022-11-02;458,0171
IXISR;2022-11-03;458,196
IXISR;2022-11-04;460,0597
IXISR;2022-11-07;464,3653
IXISR;2022-11-08;459,9531
IXISR;2022-11-09;460,986
IXISR;2022-11-10;456,0726
IXISR;2022-11-11;460,2695
IXISR;2022-11-14;454,0371
IXISR;2022-11-15;454,1225
IXISR;2022-11-16;448,8692
IXISR;2022-11-17;451,8445
IXISR;2022-11-18;453,2753
IXISR;2022-11-21;452,7473
IXISR;2022-11-22;452,7008
IXISR;2022-11-23;454,3646
IXISR;2022-11-24;457,7188
IXISR;2022-11-25;457,8306
IXISR;2022-11-28;458,4659
IXISR;2022-11-29;459,4894
IXISR;2022-11-30;468,0034
IXISR;2022-12-01;463,0822
IXISR;2022-12-02;462,35
IXISR;2022-12-05;462,35
IXISR;2022-12-06;451,142
IXISR;2022-12-07;443,9667
IXISR;2022-12-08;444,7031
IXISR;2022-12-09;441,0941
IXISR;2022-12-12;444,69
IXISR;2022-12-13;448,1472
IXISR;2022-12-14;447,8947
IXISR;2022-12-15;443,1932
IXISR;2022-12-16;448,3226
IXISR;2022-12-19;446,7484
IXISR;2022-12-20;444,8973
IXISR;2022-12-21;445,8487
IXISR;2022-12-22;445,6627
IXISR;2022-12-23;442,5859
IXISR;2022-12-26;444,2836
IXISR;2022-12-27;443,5595
IXISR;2022-12-28;440,97
IXISR;2022-12-29;442,8723
IXISR;2022-12-30;442,3348
IXISR;2023-01-02;441,6439
IXISR;2023-01-03;443,2695
IXISR;2023-01-04;439,0758
IXISR;2023-01-05;430,6976
IXISR;2023-01-06;430,9343
IXISR;2023-01-09;432,491
IXISR;2023-01-10;424,1768
IXISR;2023-01-11;420,3489
IXISR;2023-01-12;425,663
IXISR;2023-01-13;423,8642
IXISR;2023-01-16;428,8846
IXISR;2023-01-17;435,7761
IXISR;2023-01-18;435,5815
IXISR;2023-01-19;439,4551
IXISR;2023-01-20;441,7299
IXISR;2023-01-24;439,6248
IXISR;2023-01-25;436,881
IXISR;2023-01-26;442,8613
IXISR;2023-01-27;446,4573
IXISR;2023-01-30;445,3596
IXISR;2023-01-31;440,6418
IXISR;2023-02-01;441,6369
IXISR;2023-02-02;440,9219
IXISR;2023-02-03;446,5572
IXISR;2023-02-06;445,8968
IXISR;2023-02-07;448,9929
IXISR;2023-02-08;450,884
IXISR;2023-02-09;449,7117
IXISR;2023-02-10;452,0011
IXISR;2023-02-13;450,2356
IXISR;2023-02-14;453,1741
IXISR;2023-02-15;450,4456
IXISR;2023-02-16;447,2139
IXISR;2023-02-17;447,2366
IXISR;2023-02-20;447,7144
IXISR;2023-02-21;445,3297
IXISR;2023-02-22;441,6596
IXISR;2023-02-23;445,7453
IXISR;2023-02-24;447,0241
IXISR;2023-02-27;446,7725
IXISR;2023-02-28;444,4639
IXISR;2023-03-01;445,6095
IXISR;2023-03-02;446,6026
IXISR;2023-03-03;442,6313
IXISR;2023-03-06;442,8841
IXISR;2023-03-07;442,2986
IXISR;2023-03-08;444,0589
IXISR;2023-03-09;447,1242
IXISR;2023-03-10;445,195
IXISR;2023-03-13;446,7001
IXISR;2023-03-14;436,646
IXISR;2023-03-15;435,1605
IXISR;2023-03-16;434,8673
IXISR;2023-03-17;442,4522
IXISR;2023-03-20;439,8245
IXISR;2023-03-21;447,6192
IXISR;2023-03-24;455,482
IXISR;2023-03-27;451,8993
IXISR;2023-03-28;452,9981
IXISR;2023-03-29;460,4348
IXISR;2023-03-30;458,2936
IXISR;2023-03-31;457,5335
IXISR;2023-04-03;459,9811
IXISR;2023-04-04;460,1582
IXISR;2023-04-05;460,2931
IXISR;2023-04-06;460,9826
IXISR;2023-04-10;462,0822
IXISR;2023-04-11;464,2774
IXISR;2023-04-12;467,5862
IXISR;2023-04-13;468,3024
IXISR;2023-04-14;471,2347
IXISR;2023-04-17;467,917
IXISR;2023-04-18;470,6695
IXISR;2023-04-26;478,178
IXISR;2023-04-27;478,3646
IXISR;2023-04-28;478,3345
IXISR;2023-05-02;476,0515
IXISR;2023-05-03;472,1562
IXISR;2023-05-04;472,5186
IXISR;2023-05-05;474,4468
IXISR;2023-05-08;470,4828
IXISR;2023-05-09;471,4043
IXISR;2023-05-10;473,2353
IXISR;2023-05-11;470,9214
IXISR;2023-05-12;466,5414
IXISR;2023-05-15;467,9023
IXISR;2023-05-16;466,7253
IXISR;2023-05-17;467,2102
IXISR;2023-05-19;474,3062
IXISR;2023-05-22;478,3676
IXISR;2023-05-23;479,6221
IXISR;2023-05-24;481,421
IXISR;2023-05-25;480,0143
IXISR;2023-05-26;481,5998
IXISR;2023-05-29;483,9529
IXISR;2023-05-30;481,089
IXISR;2023-05-31;476,4702
IXISR;2023-06-05;480,1462
IXISR;2023-06-06;480,4468
IXISR;2023-06-07;480,3873
IXISR;2023-06-08;481,8568
IXISR;2023-06-09;482,3812
IXISR;2023-06-12;484,4388
IXISR;2023-06-13;484,5068
IXISR;2023-06-14;483,301
IXISR;2023-06-15;485,3753
IXISR;2023-06-16;483,8989
IXISR;2023-06-19;482,9047
IXISR;2023-06-20;482,3152
IXISR;2023-06-21;484,8409
IXISR;2023-06-22;479,5956
IXISR;2023-06-23;479,2301
IXISR;2023-06-26;482,0988
IXISR;2023-06-27;483,5328
IXISR;2023-07-03;486,0302
IXISR;2023-07-04;482,8239
IXISR;2023-07-05;484,5333
IXISR;2023-07-06;484,9135
IXISR;2023-07-07;481,9879
IXISR;2023-07-10;482,315
IXISR;2023-07-11;485,7319
IXISR;2023-07-12;486,518
IXISR;2023-07-13;486,7969
IXISR;2023-07-14;489,8064
IXISR;2023-07-17;488,1001
IXISR;2023-07-18;486,2594
IXISR;2023-07-20;487,9972
IXISR;2023-07-21;488,7526
IXISR;2023-07-24;488,9537
IXISR;2023-07-25;488,9931
IXISR;2023-07-26;491,6514
IXISR;2023-07-27;486,4865
IXISR;2023-07-28;488,9341
IXISR;2023-07-31;491,5219
IXISR;2023-08-01;489,0034
IXISR;2023-08-02;489,1235
IXISR;2023-08-03;493,6027
IXISR;2023-08-04;489,9531
IXISR;2023-08-07;493,7166
IXISR;2023-08-08;492,6068
IXISR;2023-08-09;496,6402
IXISR;2023-08-10;497,2583
IXISR;2023-08-11;496,0863
IXISR;2023-08-14;497,7331
IXISR;2023-08-15;492,8302
IXISR;2023-08-16;493,0051
IXISR;2023-08-18;488,3833
IXISR;2023-08-21;486,5883
IXISR;2023-08-22;491,3082
IXISR;2023-08-23;490,0072
IXISR;2023-08-24;488,5345
IXISR;2023-08-25;488,8547
IXISR;2023-08-28;488,3844
IXISR;2023-08-29;489,8834
IXISR;2023-08-30;490,5687
IXISR;2023-08-31;488,969
IXISR;2023-09-01;490,4363
IXISR;2023-09-04;492,8878
IXISR;2023-09-05;493,9016
IXISR;2023-09-06;492,0053
IXISR;2023-09-07;486,2689
IXISR;2023-09-08;483,2446
IXISR;2023-09-11;486,4836
IXISR;2023-09-12;483,1934
IXISR;2023-09-13;482,8332
IXISR;2023-09-14;482,2765
IXISR;2023-09-15;482,9213
IXISR;2023-09-18;479,6174
IXISR;2023-09-19;484,1903
IXISR;2023-09-20;487,3879
IXISR;2023-09-21;486,0294
IXISR;2023-09-22;487,2898
IXISR;2023-09-25;484,94
IXISR;2023-09-26;480,9033
IXISR;2023-09-27;480,6439
IXISR;2023-09-29;481,7152
IXISR;2023-10-02;485,027
IXISR;2023-10-03;485,4677
IXISR;2023-10-04;483,986
IXISR;2023-10-05;481,6952
IXISR;2023-10-06;482,2468
IXISR;2023-10-09;479,4336
IXISR;2023-10-10;480,8784
IXISR;2023-10-11;481,1349
IXISR;2023-10-12;484,8848
IXISR;2023-10-13;484,4497
IXISR;2023-10-16;481,315
IXISR;2023-10-17;480,9978
IXISR;2023-10-18;475,6702
IXISR;2023-10-19;467,9184
IXISR;2023-10-20;469,6876
IXISR;2023-10-23;462,6071
IXISR;2023-10-24;468,7016
IXISR;2023-10-25;470,2589
IXISR;2023-10-26;459,0452
IXISR;2023-10-27;459,624
IXISR;2023-10-30;458,2578
IXISR;2023-10-31;456,5334
IXISR;2023-11-01;453,9681
IXISR;2023-11-02;461,7048
IXISR;2023-11-03;462,4052
IXISR;2023-11-06;469,8081
IXISR;2023-11-07;466,0992
IXISR;2023-11-08;462,7182
IXISR;2023-11-09;462,8354
IXISR;2023-11-10;458,4665
IXISR;2023-11-13;457,5511
IXISR;2023-11-14;458,2691
IXISR;2023-11-15;465,5201
IXISR;2023-11-16;466,351
IXISR;2023-11-17;465,0793
IXISR;2023-11-20;465,1885
IXISR;2023-11-21;464,1975
IXISR;2023-11-22;464,2543
IXISR;2023-11-23;466,8092
IXISR;2023-11-24;467,6233
IXISR;2023-11-27;468,1543
IXISR;2023-11-28;468,6009
IXISR;2023-11-29;466,9714
IXISR;2023-11-30;469,2701
IXISR;2023-12-01;470,5204
IXISR;2023-12-04;473,4212
IXISR;2023-12-05;474,1992
IXISR;2023-12-06;471,8831
IXISR;2023-12-07;470,8873
IXISR;2023-12-08;467,0305
IXISR;2023-12-11;466,5854
IXISR;2023-12-12;466,2498
IXISR;2023-12-13;463,0483
IXISR;2023-12-14;474,5715
IXISR;2023-12-15;475,6118
IXISR;2023-12-18;473,6912
IXISR;2023-12-19;476,1399
IXISR;2023-12-20;475,1273
IXISR;2023-12-21;475,1046
IXISR;2023-12-22;477,9876
IXISR;2023-12-27;478,9753
IXISR;2023-12-28;483,9545
IXISR;2023-12-29;483,2007
IXISR;2024-01-02;486,2591
IXISR;2024-01-03;482,4475
IXISR;2024-01-04;490,9428
IXISR;2024-01-05;490,2098
IXISR;2024-01-08;487,5614
IXISR;2024-01-09;491,038
IXISR;2024-01-10;491,8507
IXISR;2024-01-11;492,5191
IXISR;2024-01-12;497,0835
IXISR;2024-01-15;495,6652
IXISR;2024-01-16;495,2732
IXISR;2024-01-17;493,2425
IXISR;2024-01-18;491,5663
IXISR;2024-01-19;491,4855
IXISR;2024-01-22;490,6841
IXISR;2024-01-23;487,6201
IXISR;2024-01-24;486,6953
IXISR;2024-01-25;482,3761
IXISR;2024-01-26;480,1491
IXISR;2024-01-29;486,8054
IXISR;2024-01-30;490,852
IXISR;2024-01-31;491,9212
IXISR;2024-02-01;493,642
IXISR;2024-02-02;496,5708
IXISR;2024-02-05;494,9775
IXISR;2024-02-06;496,6809
IXISR;2024-02-07;497,3187
IXISR;2024-02-12;504,9342
IXISR;2024-02-13;500,6412
IXISR;2024-02-15;509,4971
IXISR;2024-02-16;511,9614
IXISR;2024-02-19;508,6129
IXISR;2024-02-20;515,843
IXISR;2024-02-21;515,1869
IXISR;2024-02-22;510,8074
IXISR;2024-02-23;507,8485
IXISR;2024-02-26;507,3311
IXISR;2024-02-27;506,5502
IXISR;2024-02-28;509,7412
IXISR;2024-02-29;506,7499
IXISR;2024-03-01;504,9408
IXISR;2024-03-04;501,775
IXISR;2024-03-05;500,7994
IXISR;2024-03-06;504,4865
IXISR;2024-03-07;505,651
IXISR;2024-03-08;507,7223
IXISR;2024-03-13;510,8742
IXISR;2024-03-14;516,1993
IXISR;2024-03-15;511,2677
IXISR;2024-03-18;508,7531
IXISR;2024-03-19;510,9265
IXISR;2024-03-20;515,0889
IXISR;2024-03-21;513,3758
IXISR;2024-03-22;514,8211
IXISR;2024-03-25;518,6723
IXISR;2024-03-26;515,4468
IXISR;2024-03-27;511,9843
IXISR;2024-03-28;510,4829
IXISR;2024-04-01;500,9585
IXISR;2024-04-02;496,916
IXISR;2024-04-03;488,0491
IXISR;2024-04-04;493,9723
IXISR;2024-04-05;490,56
IXISR;2024-04-16;474,0312
IXISR;2024-04-17;471,3507
IXISR;2024-04-18;475,613
IXISR;2024-04-19;467,6895
IXISR;2024-04-22;469,1271
IXISR;2024-04-23;470,0105
IXISR;2024-04-24;472,0305
IXISR;2024-04-25;470,0695
IXISR;2024-04-26;458,2466
IXISR;2024-04-29;464,3319
IXISR;2024-04-30;470,2969
IXISR;2024-05-02;452,0112
IXISR;2024-05-03;453,0336
IXISR;2024-05-06;453,1757
IXISR;2024-05-07;449,788
IXISR;2024-05-08;445,6019
IXISR;2024-05-13;446,2112
IXISR;2024-05-14;448,9204
IXISR;2024-05-15;453,1835
IXISR;2024-05-16;458,4469
IXISR;2024-05-17;464,0975
IXISR;2024-05-20;456,7557
IXISR;2024-05-21;447,583
IXISR;2024-05-22;449,6456
IXISR;2024-05-27;439,585
IXISR;2024-05-28;442,8802
IXISR;2024-05-29;434,2763
IXISR;2024-05-30;431,9799
IXISR;2024-05-31;431,7037
IXISR;2024-06-03;440,9393
IXISR;2024-06-04;444,3416
IXISR;2024-06-05;442,5118
IXISR;2024-06-06;448,7415
IXISR;2024-06-07;446,6613
IXISR;2024-06-10;445,9717
IXISR;2024-06-11;436,2306
IXISR;2024-06-12;433,8034
IXISR;2024-06-13;430,6745
IXISR;2024-06-14;421,0379
IXISR;2024-06-19;420,4154
IXISR;2024-06-20;429,766
IXISR;2024-06-21;440,3122
IXISR;2024-06-24;437,9179
IXISR;2024-06-25;436,2669
IXISR;2024-06-26;434,5003
IXISR;2024-06-27;442,3235
IXISR;2024-06-28;450,5488
IXISR;2024-07-01;452,1381
IXISR;2024-07-02;449,3565
IXISR;2024-07-03;451,5316
IXISR;2024-07-04;452,5952
IXISR;2024-07-05;457,289
IXISR;2024-07-08;459,0575
IXISR;2024-07-09;463,5985
IXISR;2024-07-10;463,8907
IXISR;2024-07-11;465,056
IXISR;2024-07-12;469,154
IXISR;2024-07-15;465,885
IXISR;2024-07-16;461,6121
IXISR;2024-07-17;466,8527
IXISR;2024-07-18;471,7026
IXISR;2024-07-19;470,7714
IXISR;2024-07-22;471,8722
IXISR;2024-07-23;470,079
IXISR;2024-07-24;465,3603
IXISR;2024-07-25;466,34
IXISR;2024-07-26;467,0608
IXISR;2024-07-29;464,3615
IXISR;2024-07-30;457,2533
IXISR;2024-07-31;459,277
IXISR;2024-08-01;466,708
IXISR;2024-08-02;464,5528
IXISR;2024-08-05;451,117
IXISR;2024-08-06;454,973
IXISR;2024-08-07;459,0168
IXISR;2024-08-08;461,1952
IXISR;2024-08-09;462,6579
IXISR;2024-08-12;465,4262
IXISR;2024-08-13;468,5077
IXISR;2024-08-14;472,1858
IXISR;2024-08-15;471,2639
IXISR;2024-08-16;476,1248
IXISR;2024-08-19;476,4774
IXISR;2024-08-20;483,3806
IXISR;2024-08-21;485,6212
IXISR;2024-08-22;479,4869
IXISR;2024-08-23;484,2929
IXISR;2024-08-26;488,4284
IXISR;2024-08-27;484,5403
IXISR;2024-08-28;487,0482
IXISR;2024-08-29;483,3135
IXISR;2024-08-30;485,3004
IXISR;2024-09-02;488,8588
IXISR;2024-09-03;484,9092
IXISR;2024-09-04;485,0897
IXISR;2024-09-05;486,0886
IXISR;2024-09-06;489,9021
IXISR;2024-09-09;489,1692
IXISR;2024-09-10;490,1524
IXISR;2024-09-11;489,8029
IXISR;2024-09-12;490,1411
IXISR;2024-09-13;492,1988
IXISR;2024-09-17;494,8288
IXISR;2024-09-18;497,983
IXISR;2024-09-19;502,271
IXISR;2024-09-20;500,168
IXISR;2024-09-23;506,1956
IXISR;2024-09-24;505,9832
IXISR;2024-09-25;500,83
IXISR;2024-09-26;495,4291
IXISR;2024-09-27;490,1766
IXISR;2024-09-30;480,2632
IXISR;2024-10-01;487,382
IXISR;2024-10-02;480,3571
IXISR;2024-10-03;480,4463
IXISR;2024-10-04;477,5788
IXISR;2024-10-07;475,221
IXISR;2024-10-08;484,1232
IXISR;2024-10-09;479,9235
IXISR;2024-10-10;478,8849
IXISR;2024-10-11;481,215
IXISR;2024-10-14;481,879
IXISR;2024-10-15;487,1015
IXISR;2024-10-16;488,0843
IXISR;2024-10-17;494,5081
IXISR;2024-10-18;498,0848
IXISR;2024-10-21;497,4602
IXISR;2024-10-22;492,1852
IXISR;2024-10-23;491,3326
IXISR;2024-10-24;487,2693
IXISR;2024-10-25;487,1964
IXISR;2024-10-28;481,6803
IXISR;2024-10-29;477,8558
IXISR;2024-10-30;473,8639
IXISR;2024-10-31;473,5335
IXISR;2024-11-01;468,1486
IXISR;2024-11-04;470,3169
IXISR;2024-11-05;474,1793
IXISR;2024-11-06;463,7575
IXISR;2024-11-07;459,4669
IXISR;2024-11-08;456,4934
IXISR;2024-11-11;452,4058
IXISR;2024-11-12;452,6677
IXISR;2024-11-13;452,4261
IXISR;2024-11-14;447,1365
IXISR;2024-11-15;446,7423
IXISR;2024-11-18;443,7693
IXISR;2024-11-19;448,4635
IXISR;2024-11-20;446,5414
