sec;sdate;NAV BK DB
IXIIT;2016-09-15;496,4456
IXIIT;2016-09-16;496,6249
IXIIT;2016-09-19;502,722
IXIIT;2016-09-20;500,931
IXIIT;2016-09-21;503,6298
IXIIT;2016-09-22;508,779
IXIIT;2016-09-23;510,6569
IXIIT;2016-09-26;506,3098
IXIIT;2016-09-27;514,8545
IXIIT;2016-09-28;514,4126
IXIIT;2016-09-29;514,0522
IXIIT;2016-09-30;504,4283
IXIIT;2016-10-03;516,1716
IXIIT;2016-10-04;517,7358
IXIIT;2016-10-05;511,9203
IXIIT;2016-10-06;510,8071
IXIIT;2016-10-07;505,4647
IXIIT;2016-10-10;502,3567
IXIIT;2016-10-11;504,967
IXIIT;2016-10-12;502,5667
IXIIT;2016-10-13;501,0776
IXIIT;2016-10-14;508,8702
IXIIT;2016-10-17;509,4938
IXIIT;2016-10-18;511,2205
IXIIT;2016-10-19;508,2548
IXIIT;2016-10-20;507,4256
IXIIT;2016-10-21;508,4684
IXIIT;2016-10-24;507,6854
IXIIT;2016-10-25;504,7097
IXIIT;2016-10-26;503,4395
IXIIT;2016-10-27;506,1801
IXIIT;2016-10-28;505,8828
IXIIT;2016-10-31;506,113
IXIIT;2016-11-01;505,0621
IXIIT;2016-11-02;505,0421
IXIIT;2016-11-03;495,6596
IXIIT;2016-11-04;498,6562
IXIIT;2016-11-07;500,2781
IXIIT;2016-11-08;509,9594
IXIIT;2016-11-09;502,3342
IXIIT;2016-11-10;503,9162
IXIIT;2016-11-11;476,2554
IXIIT;2016-11-14;463,6051
IXIIT;2016-11-15;461,5651
IXIIT;2016-11-16;472,7179
IXIIT;2016-11-17;473,3997
IXIIT;2016-11-18;472,1004
IXIIT;2016-11-21;469,0703
IXIIT;2016-11-22;473,421
IXIIT;2016-11-23;474,1235
IXIIT;2016-11-24;461,6875
IXIIT;2016-11-25;462,9402
IXIIT;2016-11-28;462,0837
IXIIT;2016-11-29;463,6673
IXIIT;2016-11-30;464,0818
IXIIT;2016-12-01;471,3558
IXIIT;2016-12-02;477,2491
IXIIT;2016-12-05;479,3317
IXIIT;2016-12-06;479,2099
IXIIT;2016-12-07;477,6368
IXIIT;2016-12-08;482,5864
IXIIT;2016-12-09;483,1206
IXIIT;2016-12-13;483,0284
IXIIT;2016-12-14;479,0975
IXIIT;2016-12-15;477,7629
IXIIT;2016-12-16;473,8838
IXIIT;2016-12-19;469,4217
IXIIT;2016-12-20;466,396
IXIIT;2016-12-21;459,7821
IXIIT;2016-12-22;452,673
IXIIT;2016-12-23;450,1591
IXIIT;2016-12-27;459,4734
IXIIT;2016-12-28;471,3256
IXIIT;2016-12-29;482,4578
IXIIT;2016-12-30;481,1796
IXIIT;2017-01-03;480,4047
IXIIT;2017-01-04;486,0472
IXIIT;2017-01-05;488,7751
IXIIT;2017-01-06;489,9304
IXIIT;2017-01-09;485,4088
IXIIT;2017-01-10;485,4248
IXIIT;2017-01-11;482,9484
IXIIT;2017-01-12;480,8214
IXIIT;2017-01-13;479,9194
IXIIT;2017-01-16;478,3073
IXIIT;2017-01-17;478,0017
IXIIT;2017-01-18;481,5918
IXIIT;2017-01-19;482,4222
IXIIT;2017-01-20;476,5175
IXIIT;2017-01-23;476,9505
IXIIT;2017-01-24;481,9431
IXIIT;2017-01-25;482,3511
IXIIT;2017-01-26;485,0827
IXIIT;2017-01-27;483,743
IXIIT;2017-01-30;481,3269
IXIIT;2017-01-31;478,0284
IXIIT;2017-02-01;483,0131
IXIIT;2017-02-02;485,0929
IXIIT;2017-02-03;486,4434
IXIIT;2017-02-06;490,1733
IXIIT;2017-02-07;488,8502
IXIIT;2017-02-08;486,9671
IXIIT;2017-02-09;487,1944
IXIIT;2017-02-10;486,5612
IXIIT;2017-02-13;490,6163
IXIIT;2017-02-14;486,4951
IXIIT;2017-02-17;483,0101
IXIIT;2017-02-20;483,105
IXIIT;2017-02-21;482,9782
IXIIT;2017-02-22;485,8588
IXIIT;2017-02-23;486,1299
IXIIT;2017-02-24;488,5188
IXIIT;2017-02-27;487,7016
IXIIT;2017-02-28;487,0715
IXIIT;2017-03-01;484,9527
IXIIT;2017-03-02;490,5644
IXIIT;2017-03-03;488,8836
IXIIT;2017-03-06;491,5209
IXIIT;2017-03-07;490,6921
IXIIT;2017-03-08;489,3053
IXIIT;2017-03-09;490,7258
IXIIT;2017-03-10;489,2914
IXIIT;2017-03-13;490,6781
IXIIT;2017-03-14;492,584
IXIIT;2017-03-15;491,8848
IXIIT;2017-03-16;502,8829
IXIIT;2017-03-17;505,2177
IXIIT;2017-03-20;504,7059
IXIIT;2017-03-21;505,1696
IXIIT;2017-03-22;505,3399
IXIIT;2017-03-23;508,7157
IXIIT;2017-03-24;509,5057
IXIIT;2017-03-27;506,0802
IXIIT;2017-03-29;511,5816
IXIIT;2017-03-30;510,9474
IXIIT;2017-03-31;506,1648
IXIIT;2017-04-03;511,868
IXIIT;2017-04-04;516,7498
IXIIT;2017-04-05;518,5594
IXIIT;2017-04-06;519,7935
IXIIT;2017-04-07;515,4484
IXIIT;2017-04-10;514,4528
IXIIT;2017-04-11;511,1918
IXIIT;2017-04-12;513,2658
IXIIT;2017-04-13;509,0564
IXIIT;2017-04-17;503,8529
IXIIT;2017-04-18;507,8909
IXIIT;2017-04-20;507,6277
IXIIT;2017-04-21;516,8892
IXIIT;2017-04-25;518,2019
IXIIT;2017-04-26;523,9296
IXIIT;2017-04-27;520,7885
IXIIT;2017-04-28;517,6785
IXIIT;2017-05-02;519,0335
IXIIT;2017-05-03;518,3149
IXIIT;2017-05-04;522,7423
IXIIT;2017-05-05;524,4829
IXIIT;2017-05-08;527,2122
IXIIT;2017-05-09;526,2946
IXIIT;2017-05-10;524,5191
IXIIT;2017-05-12;527,0149
IXIIT;2017-05-15;530,4149
IXIIT;2017-05-16;523,738
IXIIT;2017-05-17;519,0472
IXIIT;2017-05-18;523,1684
IXIIT;2017-05-19;539,7582
IXIIT;2017-05-22;533,8226
IXIIT;2017-05-23;533,2131
IXIIT;2017-05-24;529,7566
IXIIT;2017-05-26;530,5567
IXIIT;2017-05-29;530,2034
IXIIT;2017-05-30;527,7003
IXIIT;2017-05-31;531,9883
IXIIT;2017-06-02;534,63
IXIIT;2017-06-05;536,718
IXIIT;2017-06-06;532,3239
IXIIT;2017-06-07;533,6516
IXIIT;2017-06-08;532,1551
IXIIT;2017-06-09;528,197
IXIIT;2017-06-12;530,4905
IXIIT;2017-06-13;532,9976
IXIIT;2017-06-14;541,8908
IXIIT;2017-06-15;539,7142
IXIIT;2017-06-16;534,6908
IXIIT;2017-06-19;536,4328
IXIIT;2017-06-20;542,474
IXIIT;2017-06-21;544,8879
IXIIT;2017-06-22;544,4223
IXIIT;2017-07-03;555,8321
IXIIT;2017-07-04;550,072
IXIIT;2017-07-05;546,0216
IXIIT;2017-07-06;548,4597
IXIIT;2017-07-07;545,299
IXIIT;2017-07-10;540,1032
IXIIT;2017-07-11;539,7875
IXIIT;2017-07-12;544,7177
IXIIT;2017-07-13;546,1635
IXIIT;2017-07-14;546,0059
IXIIT;2017-07-17;547,0703
IXIIT;2017-07-18;544,8229
IXIIT;2017-07-19;542,0835
IXIIT;2017-07-20;544,557
IXIIT;2017-07-21;536,7453
IXIIT;2017-07-24;542,5136
IXIIT;2017-07-25;544,467
IXIIT;2017-07-26;542,0395
IXIIT;2017-07-27;541,7868
IXIIT;2017-07-28;542,4792
IXIIT;2017-07-31;542,3336
IXIIT;2017-08-01;537,6473
IXIIT;2017-08-02;540,2858
IXIIT;2017-08-03;534,7077
IXIIT;2017-08-04;533,5186
IXIIT;2017-08-07;530,777
IXIIT;2017-08-08;537,5202
IXIIT;2017-08-09;537,7437
IXIIT;2017-08-10;536,7701
IXIIT;2017-08-11;530,5574
IXIIT;2017-08-14;534,2829
IXIIT;2017-08-15;537,09
IXIIT;2017-08-16;546,086
IXIIT;2017-08-18;545,874
IXIIT;2017-08-21;541,8458
IXIIT;2017-08-22;544,1006
IXIIT;2017-08-23;548,4233
IXIIT;2017-08-24;545,9811
IXIIT;2017-08-25;548,4904
IXIIT;2017-08-28;546,772
IXIIT;2017-08-29;545,5573
IXIIT;2017-08-30;543,8894
IXIIT;2017-08-31;542,6295
IXIIT;2017-09-04;536,5089
IXIIT;2017-09-05;538,1925
IXIIT;2017-09-06;537,2449
IXIIT;2017-09-07;538,1021
IXIIT;2017-09-08;541,334
IXIIT;2017-09-11;542,0364
IXIIT;2017-09-12;542,5229
IXIIT;2017-09-13;540,2007
IXIIT;2017-09-14;540,5047
IXIIT;2017-09-15;541,7228
IXIIT;2017-09-18;543,2864
IXIIT;2017-09-19;544,8763
IXIIT;2017-09-20;545,3432
IXIIT;2017-09-22;545,6535
IXIIT;2017-09-25;544,2357
IXIIT;2017-09-26;541,6783
IXIIT;2017-09-27;542,1023
IXIIT;2017-09-28;538,4436
IXIIT;2017-09-29;544,1617
IXIIT;2017-10-02;547,9105
IXIIT;2017-10-03;550,6051
IXIIT;2017-10-04;551,46
IXIIT;2017-10-05;546,5815
IXIIT;2017-10-06;547,7187
IXIIT;2017-10-09;548,2272
IXIIT;2017-10-10;546,6901
IXIIT;2017-10-11;543,108
IXIIT;2017-10-12;548,2813
IXIIT;2017-10-13;548,8528
IXIIT;2017-10-16;551,5541
IXIIT;2017-10-17;551,9884
IXIIT;2017-10-18;549,7543
IXIIT;2017-10-19;544,8332
IXIIT;2017-10-20;547,0396
IXIIT;2017-10-23;548,8314
IXIIT;2017-10-24;545,9163
IXIIT;2017-10-25;553,1779
IXIIT;2017-10-26;550,5713
IXIIT;2017-10-27;547,2326
IXIIT;2017-10-30;547,3165
IXIIT;2017-10-31;551,2834
IXIIT;2017-11-01;555,6804
IXIIT;2017-11-02;556,4337
IXIIT;2017-11-03;558,9908
IXIIT;2017-11-06;559,5607
IXIIT;2017-11-07;561,1479
IXIIT;2017-11-08;560,4926
IXIIT;2017-11-09;558,3841
IXIIT;2017-11-10;556,5569
IXIIT;2017-11-13;556,3965
IXIIT;2017-11-14;551,7916
IXIIT;2017-11-15;551,059
IXIIT;2017-11-16;560,734
IXIIT;2017-11-17;562,9062
IXIIT;2017-11-20;563,0602
IXIIT;2017-11-21;561,9983
IXIIT;2017-11-22;565,9971
IXIIT;2017-11-23;565,7623
IXIIT;2017-11-24;567,4637
IXIIT;2017-11-27;568,2082
IXIIT;2017-11-28;571,4911
IXIIT;2017-11-29;567,938
IXIIT;2017-11-30;552,0343
IXIIT;2017-12-04;561,9711
IXIIT;2017-12-05;564,8002
IXIIT;2017-12-06;568,964
IXIIT;2017-12-07;565,1805
IXIIT;2017-12-08;568,0832
IXIIT;2017-12-11;569,8835
IXIIT;2017-12-12;569,2944
IXIIT;2017-12-13;570,1996
IXIIT;2017-12-14;576,4445
IXIIT;2017-12-15;575,0503
IXIIT;2017-12-18;578,5315
IXIIT;2017-12-19;581,5625
IXIIT;2017-12-20;573,4751
IXIIT;2017-12-21;583,4331
IXIIT;2017-12-22;589,0225
IXIIT;2017-12-27;594,0661
IXIIT;2017-12-28;598,5586
IXIIT;2017-12-29;603,7912
IXIIT;2018-01-02;601,8592
IXIIT;2018-01-03;590,3107
IXIIT;2018-01-04;596,6823
IXIIT;2018-01-05;603,7537
IXIIT;2018-01-08;606,5679
IXIIT;2018-01-09;604,0756
IXIIT;2018-01-10;603,2466
IXIIT;2018-01-11;605,2349
IXIIT;2018-01-12;603,7447
IXIIT;2018-01-15;603,8266
IXIIT;2018-01-16;608,7259
IXIIT;2018-01-17;608,6183
IXIIT;2018-01-18;611,8886
IXIIT;2018-01-19;612,8768
IXIIT;2018-01-22;613,7148
IXIIT;2018-01-23;631,6606
IXIIT;2018-01-24;626,3841
IXIIT;2018-01-25;622,099
IXIIT;2018-01-26;626,6071
IXIIT;2018-01-29;625,0814
IXIIT;2018-01-30;612,2522
IXIIT;2018-01-31;613,1341
IXIIT;2018-02-01;613,0548
IXIIT;2018-02-02;616,9768
IXIIT;2018-02-05;615,2264
IXIIT;2018-02-06;606,9669
IXIIT;2018-02-07;613,816
IXIIT;2018-02-08;614,6721
IXIIT;2018-02-09;610,591
IXIIT;2018-02-12;610,4907
IXIIT;2018-02-13;616,9028
IXIIT;2018-02-14;617,8816
IXIIT;2018-02-15;615,5369
IXIIT;2018-02-19;626,3218
IXIIT;2018-02-20;623,7514
IXIIT;2018-02-21;621,2271
IXIIT;2018-02-22;613,7009
IXIIT;2018-02-23;616,2702
IXIIT;2018-02-26;605,8
IXIIT;2018-02-27;612,3768
IXIIT;2018-02-28;610,2284
IXIIT;2018-03-01;612,283
IXIIT;2018-03-02;610,6892
IXIIT;2018-03-05;605,8874
IXIIT;2018-03-06;599,1405
IXIIT;2018-03-07;585,5361
IXIIT;2018-03-08;594,9133
IXIIT;2018-03-09;591,6064
IXIIT;2018-03-12;597,3841
IXIIT;2018-03-13;587,1268
IXIIT;2018-03-14;584,5715
IXIIT;2018-03-15;577,2934
IXIIT;2018-03-16;576,5193
IXIIT;2018-03-19;575,4424
IXIIT;2018-03-20;570,5643
IXIIT;2018-03-21;576,1224
IXIIT;2018-03-22;569,4573
IXIIT;2018-03-23;564,3737
IXIIT;2018-03-26;561,8619
IXIIT;2018-03-27;562,6901
IXIIT;2018-03-28;554,48
IXIIT;2018-03-29;558,3868
IXIIT;2018-04-02;567,5543
IXIIT;2018-04-03;566,4013
IXIIT;2018-04-04;558,2208
IXIIT;2018-04-05;560,5668
IXIIT;2018-04-06;559,8385
IXIIT;2018-04-09;568,068
IXIIT;2018-04-10;578,0846
IXIIT;2018-04-11;581,7509
IXIIT;2018-04-12;574,3423
IXIIT;2018-04-13;568,0827
IXIIT;2018-04-16;570,5517
IXIIT;2018-04-17;570,6013
IXIIT;2018-04-18;575,0089
IXIIT;2018-04-19;578,2412
IXIIT;2018-04-20;575,008
IXIIT;2018-04-23;571,0057
IXIIT;2018-04-24;561,4383
IXIIT;2018-04-25;542,1637
IXIIT;2018-04-26;523,1666
IXIIT;2018-04-27;525,2695
IXIIT;2018-04-30;532,5678
IXIIT;2018-05-02;534,6257
IXIIT;2018-05-03;518,2719
IXIIT;2018-05-04;511,3389
IXIIT;2018-05-07;522,7217
IXIIT;2018-05-08;515,0252
IXIIT;2018-05-09;535,3377
IXIIT;2018-05-11;538,9284
IXIIT;2018-05-14;538,9601
IXIIT;2018-05-15;522,7386
IXIIT;2018-05-16;523,3177
IXIIT;2018-05-17;516,8424
IXIIT;2018-05-18;512,2351
IXIIT;2018-05-21;504,9993
IXIIT;2018-05-22;507,6432
IXIIT;2018-05-23;514,1358
IXIIT;2018-05-24;532,521
IXIIT;2018-05-25;535,6475
IXIIT;2018-05-28;547,3827
IXIIT;2018-05-30;539,0874
IXIIT;2018-05-31;532,7378
IXIIT;2018-06-04;538,5093
IXIIT;2018-06-05;545,0254
IXIIT;2018-06-06;542,3977
IXIIT;2018-06-07;546,501
IXIIT;2018-06-08;529,5827
IXIIT;2018-06-20;515,881
IXIIT;2018-06-21;506,1181
IXIIT;2018-06-22;507,5386
IXIIT;2018-06-25;513,0696
IXIIT;2018-06-26;507,8931
IXIIT;2018-06-27;503,2745
IXIIT;2018-06-28;492,8802
IXIIT;2018-06-29;508,2284
IXIIT;2018-07-02;504,7386
IXIIT;2018-07-03;494,0369
IXIIT;2018-07-04;509,7018
IXIIT;2018-07-05;508,4693
IXIIT;2018-07-06;502,222
IXIIT;2018-07-09;514,54
IXIIT;2018-07-10;521,6637
IXIIT;2018-07-11;522,0658
IXIIT;2018-07-12;521,7807
IXIIT;2018-07-13;526,0954
IXIIT;2018-07-16;521,9234
IXIIT;2018-07-17;515,1869
IXIIT;2018-07-18;519,073
IXIIT;2018-07-19;515,7057
IXIIT;2018-07-20;518,861
IXIIT;2018-07-23;525,7061
IXIIT;2018-07-24;526,7092
IXIIT;2018-07-25;524,8371
IXIIT;2018-07-26;526,886
IXIIT;2018-07-27;531,196
IXIIT;2018-07-30;534,9095
IXIIT;2018-07-31;523,626
IXIIT;2018-08-01;535,2472
IXIIT;2018-08-02;532,7315
IXIIT;2018-08-03;533,6691
IXIIT;2018-08-06;546,0318
IXIIT;2018-08-07;543,0042
IXIIT;2018-08-08;541,0014
IXIIT;2018-08-09;538,4624
IXIIT;2018-08-10;540,3307
IXIIT;2018-08-13;517,8374
IXIIT;2018-08-14;507,0298
IXIIT;2018-08-15;512,1531
IXIIT;2018-08-16;507,9811
IXIIT;2018-08-20;520,0407
IXIIT;2018-08-21;524,5493
IXIIT;2018-08-23;531,4634
IXIIT;2018-08-24;528,7003
IXIIT;2018-08-27;536,9826
IXIIT;2018-08-28;538,2578
IXIIT;2018-08-29;541,4172
IXIIT;2018-08-30;535,16
IXIIT;2018-08-31;534,4002
IXIIT;2018-09-03;529,2025
IXIIT;2018-09-04;524,5444
IXIIT;2018-09-05;501,5427
IXIIT;2018-09-06;512,65
IXIIT;2018-09-07;523,0822
IXIIT;2018-09-10;519,8691
IXIIT;2018-09-12;513,7579
IXIIT;2018-09-13;520,6437
IXIIT;2018-09-14;528,5121
IXIIT;2018-09-17;515,2811
IXIIT;2018-09-18;514,3408
IXIIT;2018-09-19;520,9329
IXIIT;2018-09-20;529,1282
IXIIT;2018-09-21;531,8
IXIIT;2018-09-24;522,9241
IXIIT;2018-09-25;522,1219
IXIIT;2018-09-26;521,6033
IXIIT;2018-09-27;529,152
IXIIT;2018-09-28;533,7902
IXIIT;2018-10-01;531,5096
IXIIT;2018-10-02;524,3303
IXIIT;2018-10-03;522,2556
IXIIT;2018-10-04;510,4021
IXIIT;2018-10-05;506,7544
IXIIT;2018-10-08;510,4603
IXIIT;2018-10-09;514,9878
IXIIT;2018-10-10;516,7003
IXIIT;2018-10-11;504,328
IXIIT;2018-10-12;509,8063
IXIIT;2018-10-15;508,8725
IXIIT;2018-10-16;519,3108
IXIIT;2018-10-17;525,5514
IXIIT;2018-10-18;520,7648
IXIIT;2018-10-19;518,8397
IXIIT;2018-10-22;519,7677
IXIIT;2018-10-23;515,4603
IXIIT;2018-10-24;503,3487
IXIIT;2018-10-25;509,8203
IXIIT;2018-10-26;514,542
IXIIT;2018-10-29;511,4651
IXIIT;2018-10-30;517,3625
IXIIT;2018-10-31;523,0886
IXIIT;2018-11-01;524,9355
IXIIT;2018-11-02;534,6193
IXIIT;2018-11-05;536,452
IXIIT;2018-11-06;536,3336
IXIIT;2018-11-07;537,8935
IXIIT;2018-11-08;542,118
IXIIT;2018-11-09;527,4704
IXIIT;2018-11-12;513,2254
IXIIT;2018-11-13;521,2727
IXIIT;2018-11-14;524,586
IXIIT;2018-11-15;536,5929
IXIIT;2018-11-16;544,2273
IXIIT;2018-11-19;542,7726
IXIIT;2018-11-21;535,9644
IXIIT;2018-11-22;542,8443
IXIIT;2018-11-23;544,5672
IXIIT;2018-11-26;546,0974
IXIIT;2018-11-27;545,1854
IXIIT;2018-11-28;541,3308
IXIIT;2018-11-29;554,3728
IXIIT;2018-11-30;547,2827
IXIIT;2018-12-03;554,3527
IXIIT;2018-12-04;559,0085
IXIIT;2018-12-05;555,6168
IXIIT;2018-12-06;553,9612
IXIIT;2018-12-07;553,9187
IXIIT;2018-12-10;552,3328
IXIIT;2018-12-11;548,4143
IXIIT;2018-12-12;551,3638
IXIIT;2018-12-13;558,6856
IXIIT;2018-12-14;558,2435
IXIIT;2018-12-17;549,8301
IXIIT;2018-12-18;549,25
IXIIT;2018-12-19;559,6802
IXIIT;2018-12-20;556,5659
IXIIT;2018-12-21;558,2523
IXIIT;2018-12-26;553,2576
IXIIT;2018-12-27;558,1102
IXIIT;2018-12-28;554,4156
IXIIT;2019-01-02;554,9617
IXIIT;2019-01-03;558,2646
IXIIT;2019-01-04;564,3429
IXIIT;2019-01-07;564,3721
IXIIT;2019-01-08;561,6736
IXIIT;2019-01-09;561,514
IXIIT;2019-01-10;568,9059
IXIIT;2019-01-11;570,6674
IXIIT;2019-01-14;567,6924
IXIIT;2019-01-15;574,2971
IXIIT;2019-01-16;575,6278
IXIIT;2019-01-17;578,0279
IXIIT;2019-01-18;581,5683
IXIIT;2019-01-21;580,9892
IXIIT;2019-01-22;581,4109
IXIIT;2019-01-23;576,0884
IXIIT;2019-01-24;576,7182
IXIIT;2019-01-25;578,4769
IXIIT;2019-01-28;573,893
IXIIT;2019-01-29;571,6538
IXIIT;2019-01-30;575,6176
IXIIT;2019-01-31;583,932
IXIIT;2019-02-01;585,4766
IXIIT;2019-02-04;574,4891
IXIIT;2019-02-06;580,5169
IXIIT;2019-02-07;579,6333
IXIIT;2019-02-08;577,2199
IXIIT;2019-02-11;574,1484
IXIIT;2019-02-12;567,3312
IXIIT;2019-02-13;563,7905
IXIIT;2019-02-14;561,3787
IXIIT;2019-02-15;558,0578
IXIIT;2019-02-18;570,9872
IXIIT;2019-02-19;568,8341
IXIIT;2019-02-20;571,2514
IXIIT;2019-02-21;573,792
IXIIT;2019-02-22;568,8968
IXIIT;2019-02-25;571,437
IXIIT;2019-02-26;574,3425
IXIIT;2019-02-27;572,3809
IXIIT;2019-02-28;563,0312
IXIIT;2019-03-01;569,6275
IXIIT;2019-03-04;569,4007
IXIIT;2019-03-05;563,7293
IXIIT;2019-03-06;564,506
IXIIT;2019-03-08;556,5462
IXIIT;2019-03-11;557,344
IXIIT;2019-03-12;556,02
IXIIT;2019-03-13;556,8952
IXIIT;2019-03-14;561,2612
IXIIT;2019-03-15;567,0251
IXIIT;2019-03-18;572,9374
IXIIT;2019-03-19;570,0719
IXIIT;2019-03-20;570,459
IXIIT;2019-03-21;572,4652
IXIIT;2019-03-22;573,6527
IXIIT;2019-03-25;560,8352
IXIIT;2019-03-26;568,0097
IXIIT;2019-03-27;563,6842
IXIIT;2019-03-28;569,1619
IXIIT;2019-03-29;569,8944
IXIIT;2019-04-01;567,3246
IXIIT;2019-04-02;569,5183
IXIIT;2019-04-04;573,9086
IXIIT;2019-04-05;571,6481
IXIIT;2019-04-08;569,0708
IXIIT;2019-04-09;573,9962
IXIIT;2019-04-10;573,3707
IXIIT;2019-04-11;563,821
IXIIT;2019-04-12;563,1685
IXIIT;2019-04-15;566,0503
IXIIT;2019-04-16;572,3678
IXIIT;2019-04-18;576,3146
IXIIT;2019-04-22;566,9948
IXIIT;2019-04-23;572,537
IXIIT;2019-04-24;571,678
IXIIT;2019-04-25;563,3824
IXIIT;2019-04-26;567,1997
IXIIT;2019-04-29;569,0383
IXIIT;2019-04-30;572,0378
IXIIT;2019-05-02;565,3732
IXIIT;2019-05-03;560,1468
IXIIT;2019-05-06;553,9283
IXIIT;2019-05-07;558,8932
IXIIT;2019-05-08;555,8522
IXIIT;2019-05-09;547,0619
IXIIT;2019-05-10;547,7688
IXIIT;2019-05-13;541,9762
IXIIT;2019-05-14;537,0734
IXIIT;2019-05-15;527,4222
IXIIT;2019-05-16;518,1707
IXIIT;2019-05-17;508,9304
IXIIT;2019-05-20;519,755
IXIIT;2019-05-21;523,7311
IXIIT;2019-05-22;522,1985
IXIIT;2019-05-23;534,8805
IXIIT;2019-05-24;539,4179
IXIIT;2019-05-27;545,8073
IXIIT;2019-05-28;536,3371
IXIIT;2019-05-29;545,0234
IXIIT;2019-05-31;559,4228
IXIIT;2019-06-10;569,8401
IXIIT;2019-06-11;569,9933
IXIIT;2019-06-12;568,348
IXIIT;2019-06-13;567,3307
IXIIT;2019-06-14;565,5464
IXIIT;2019-06-17;560,6393
IXIIT;2019-06-18;568,5035
IXIIT;2019-06-19;577,6593
IXIIT;2019-06-20;575,9269
IXIIT;2019-06-21;573,8454
IXIIT;2019-06-24;570,0153
IXIIT;2019-06-25;573,1146
IXIIT;2019-06-26;571,1125
IXIIT;2019-06-27;576,953
IXIIT;2019-06-28;578,952
IXIIT;2019-07-01;582,9096
IXIIT;2019-07-02;583,973
IXIIT;2019-07-03;582,5432
IXIIT;2019-07-04;582,1798
IXIIT;2019-07-05;581,9753
IXIIT;2019-07-08;578,5767
IXIIT;2019-07-09;583,0657
IXIIT;2019-07-10;585,8464
IXIIT;2019-07-11;586,3741
IXIIT;2019-07-12;580,7169
IXIIT;2019-07-15;587,0742
IXIIT;2019-07-16;585,5688
IXIIT;2019-07-17;584,0231
IXIIT;2019-07-18;583,7515
IXIIT;2019-07-19;587,668
IXIIT;2019-07-22;585,5985
IXIIT;2019-07-23;583,7577
IXIIT;2019-07-24;580,7945
IXIIT;2019-07-25;582,3457
IXIIT;2019-07-26;574,1036
IXIIT;2019-07-29;573,7506
IXIIT;2019-07-30;580,0266
IXIIT;2019-07-31;579,579
IXIIT;2019-08-01;576,3489
IXIIT;2019-08-02;572,0223
IXIIT;2019-08-05;553,8225
IXIIT;2019-08-06;545,246
IXIIT;2019-08-07;554,4874
IXIIT;2019-08-08;561,4446
IXIIT;2019-08-09;561,3038
IXIIT;2019-08-12;558,687
IXIIT;2019-08-13;553,4356
IXIIT;2019-08-14;559,481
IXIIT;2019-08-15;556,6329
IXIIT;2019-08-16;554,8629
IXIIT;2019-08-19;556,8466
IXIIT;2019-08-20;556,6232
IXIIT;2019-08-21;549,7401
IXIIT;2019-08-22;550,1265
IXIIT;2019-08-23;551,8841
IXIIT;2019-08-26;548,0031
IXIIT;2019-08-27;553,6067
IXIIT;2019-08-28;553,636
IXIIT;2019-08-29;554,5276
IXIIT;2019-08-30;562,8179
IXIIT;2019-09-02;556,4715
IXIIT;2019-09-03;551,0919
IXIIT;2019-09-04;549,987
IXIIT;2019-09-05;556,071
IXIIT;2019-09-06;557,0138
IXIIT;2019-09-09;557,8792
IXIIT;2019-09-10;559,069
IXIIT;2019-09-11;563,9829
IXIIT;2019-09-12;558,5397
IXIIT;2019-09-13;558,6023
IXIIT;2019-09-16;553,2784
IXIIT;2019-09-17;554,5629
IXIIT;2019-09-18;558,1215
IXIIT;2019-09-19;552,9953
IXIIT;2019-09-20;552,0153
IXIIT;2019-09-23;550,6217
IXIIT;2019-09-24;542,3353
IXIIT;2019-09-25;541,8385
IXIIT;2019-09-26;552,2625
IXIIT;2019-09-27;548,5418
IXIIT;2019-09-30;545,4562
IXIIT;2019-10-01;540,8034
IXIIT;2019-10-02;529,7562
IXIIT;2019-10-03;526,0365
IXIIT;2019-10-04;530,0812
IXIIT;2019-10-07;523,6807
IXIIT;2019-10-08;527,5637
IXIIT;2019-10-09;525,8073
IXIIT;2019-10-10;524,7464
IXIIT;2019-10-11;532,7513
IXIIT;2019-10-14;536,3833
IXIIT;2019-10-15;539,0007
IXIIT;2019-10-16;540,7554
IXIIT;2019-10-17;543,9128
IXIIT;2019-10-18;548,0906
IXIIT;2019-10-21;548,5232
IXIIT;2019-10-22;552,0701
IXIIT;2019-10-23;557,2207
IXIIT;2019-10-24;568,4623
IXIIT;2019-10-25;557,0457
IXIIT;2019-10-28;558,8614
IXIIT;2019-10-29;560,8423
IXIIT;2019-10-30;561,5513
IXIIT;2019-10-31;553,6139
IXIIT;2019-11-01;551,1137
IXIIT;2019-11-05;562,5768
IXIIT;2019-11-06;554,7565
IXIIT;2019-11-07;548,6783
IXIIT;2019-11-08;551,6095
IXIIT;2019-11-11;549,9606
IXIIT;2019-11-12;552,5906
IXIIT;2019-11-13;546,2505
IXIIT;2019-11-14;540,5306
IXIIT;2019-11-15;546,2791
IXIIT;2019-11-18;544,9688
IXIIT;2019-11-19;550,9961
IXIIT;2019-11-20;553,4111
IXIIT;2019-11-21;549,0506
IXIIT;2019-11-22;548,0955
IXIIT;2019-11-25;541,4299
IXIIT;2019-11-26;536,2689
IXIIT;2019-11-27;537,7301
IXIIT;2019-11-28;529,2042
IXIIT;2019-11-29;535,5376
IXIIT;2019-12-02;547,4212
IXIIT;2019-12-03;546,6212
IXIIT;2019-12-04;544,7136
IXIIT;2019-12-05;552,077
